Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
Compression provider's observations,Moulds,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Who is giving compression,Misc,Coded,,,,,,,Bystander,Self,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Position of giving compression,Misc,Coded,,,,,,,Sitting,Standing,"Other, specify",,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Techniques of compression bandaging,Misc,Coded,,,,,,,Stockings,Figure of 8,Spiral method,Double layer,Half compression,Full compression,Half and half,Fore foot compression,,,,,,,,,,,,,,,,,,
Compression practice,Placing mould,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Types of mould used,Misc,Coded,,,,,,,CCF,MCR,Cholky bag,"Other, specify",,,,,,,,,,,,,,,,,,,,,,
Compression practice,Any complication of improper compression?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression plan and advice by the therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART B - Compression Provider's Observations,Misc,Block,,,,,,Compression practice,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Thada asana I,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Thada asana II,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Thrikona-asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Ujjayee (3-5 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Anuloma-viloma (3-5 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Rechaka-kumbhaka (3-5 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Suryabhedana (3-5 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Bhastrika (3-5 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Swasthika-asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-I,Vajra Asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Padma asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Bheka asana + Makarasana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Gomukha asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Padanguli namna asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Gulfa namana asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Gulfa chakra asana (10 rounds),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Paschimothana asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Bheka asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Bhujanga asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-II,Matsya asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Prsrutha hastha pada asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Vipareethakarani,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Skanda chakra asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Rajju karshana asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Kashta thakshana asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Greeva sanchalana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Mustika bandha,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Manibandha asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Manibandha chakra asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-III,Kehuni namana asana,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-IV,Shava asana I (2 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-IV,Shava asana II (2 minutes),Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,,,,
Yoga practice-IV,Compliance,Misc,Coded,,,,,,,100%-80% Very Good,80%-60% Good,60%-40% Moderate,40%-20% Poor,20%-0% Very poor,,,,,,,,,,,,,,,,,,,,,
Yoga practice-IV,Note,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-IV,Yoga therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARTC - Yoga Therapist's Observations,,,,,,,,,Yoga practice,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Provided by,Misc,Coded,,,,,,,Bystander,Self,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Method,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Breathing coordination,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Amount of oil used,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,How many bottles purchased per month,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Application of ointment,Misc,Coded,,,,,,,Applying,Not applying,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Comment by therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART D - IMLD Provider's Observations,Misc,Block,,,,,,IMLD practice,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Suggestions/Medicines prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Follow Up Counseling Case Record,Misc,Block,,,,,,"General,PART A,PART B - Compression Provider's Observations,PARTC - Yoga Therapist's Observations,PART D - IMLD Provider's Observations,Part E - Doctor's Observation",,,,,,,,,,,,,,,,,,,,,,,,,,
