Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,Block,synonym.1,answer,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source.1,reference-term-code.1,reference-term-relationship.1,reference-term-source.2,reference-term-code.2,reference-term-relationship.2,reference-term-source.3,reference-term-code.3,reference-term-relationship.3,reference-term-source.4,reference-term-code.4,reference-term-relationship.4,reference-term-source.5,reference-term-code.5,reference-term-relationship.5,reference-term-source.6,reference-term-code.6,reference-term-relationship.6
Asana-compliance,Padmasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Gomukh Asana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Bhekasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Makarasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Prasruthahastha Padhasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Vipareethakarani - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-1 - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Shavasana-2 - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Vajra Asana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Prasruthahastha Padhasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Padmasana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Gomukh Asana - compliance,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,3. Sthithi order and breathing coordination not proper,4a. Patient is practicing yoga but Sthithi order is proper but breathing coordination not proper,4b. Patient is practicing yoga but breathing,4c breathing and sthithi is proper movement coordination not proper,5 sthithi breathing and movement coordination is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asana-compliance,Reviewer - compliance,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9. Yoga Assessment Sheet,Misc,Block,,,,,,"Limb Status,Assessment type, Asanas, Asana-compliance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Comorbidity,Misc,Coded,,,,,,,"Right Lower limb,Left Lower limb,Bilateral Lower limb,Right Upper limb,Left Upper limb,Bilateral Upper limb,Genital",,,,,,,,,,,,,,1106,,,,,,,,,,,,,,,,
10. Patient Observations,Observations,Misc,Coded,,,,,,,"Baseline,7th day,At Discharge,FU 1,FU 2,FU 3,FU 4,FU 5,FU 6,FU 7,FU 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Nursing Management,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Patient Observations,Doctor’s Advice,Procedure,Text,,,,,,,medical advice given,,,,,,,,,,,,,CIEL,159636,SAME-AS,SNOMED MVP,1.60E+15,SAME-AS,SNOMED NP,183049006,NARROWER-THAN,CIEL,159636,NARROWER-THAN,,,,,,
10. Patient Observations,Nurses notes ,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. patient Observations,Evaluator,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Admission Document,Misc,Block,,,,,,"Part 1: Baseline Data,Part 2. Lymphatic Filariasis Specific Quality of Life Questionnaire (LFSQQ),Part 3. Patient Examination,Part 4. Locomotor changes,Part 5. Treatment Section,6 Patient Education workshops,7. Impression of Integrative Medical Team,8. Observation & Discussion,9. Yoga Assessment Sheet,10. Patient Observations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Follow up,Any change in address or phone number?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Follow up,How is the improvement?,Misc,Coded,,,,,,,,"Improved,No improvement,Worsened,Remains same",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Follow up,Are you satisfied?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Follow up,Whether bystander who was trained attended follow up? Did trained bystander attend the follow up?,Misc,Coded,,,,,,,,"Attended,Not attended,If not why?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Are you following all treatment procedures?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking Churna,Which phanta churna you use?,Misc,Coded,,,,,,,,"Triphala,Yashtimadhu,Manjista,Sariva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking Churna,Grams per day (Dose Quantity Units),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking practice,Whether you are practicing phanta soaking daily?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking practice,How many minutes a day,Misc,Text,,,,,,,MINUTES,,,,,,,,,,,,,CIEL,1732,,,,,,,,,,,,,,,,
Phanta Soaking preparation,Gms of powder (Dose Quantity Units),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking preparation,Liter of water (Dose Quantity Units),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanta Soaking preparation,liter of luke warm water (Dose Quantity Units),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any changes observed?,Diagnosis,Text,,,,,,,Changes in Skin Texture,,,,,,,,,,,,,CIEL,145758,SAME-AS,SNOMED,274672009,SAME-AS,,,,,,,,,,,,
,Phanta Soaking Details,Misc,Block,,,,,,"Phanta Soaking Churna,Phanta Soaking practice,Phanta Soaking preparation,Any changes observed?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Are you practicing yoga regularly?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Pre IMLD yoga,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Post IMLD yoga,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,"Rounds you practice Padanguli namana, Gulfa namana and Gulfa chakrasana in a day?",Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Any difficulties while doing yoga?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,How are you performing yoga?,Misc,Coded,,,,,,,,"Sitting on floor,Sitting on bed,Sitting on bench,Sitting on cot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Whether massage is practiced regularly,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Nodal drainage for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Unmardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Unmardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Udhwardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Udhwardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing breathing coordination during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Who practices IMLD?,Misc,Coded,,,,,,,,"Self,Trained bystander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression bandages or stockings?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Whether toe compression is practiced regularly?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, do you see any change by using toe compression?",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you wrapping cloths/top C net after IMLD and before compression?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How often do you change the CCF,Misc,Coded,,,,,,,,"When it spoils?,Regularly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,After how many days?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you placing MCR moulds,Misc,Coded,,,,,,,,"Yes,No,Not adviced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, how many?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Which level of compression do you use?,Misc,Coded,,,,,,,,"Knee,Mid thigh,Groin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression at night,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How many hours you retain bandage per day,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you washing and disinfecting cloths/Top C net before use?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,If yes how and what is the frequency,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Durability of compression bandages,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty while doing compression,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty to purchase medicine or compression material?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Comment on footwear,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for Intertrigo,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for eczema/itching,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for excoriation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Do you have ulcer?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Whether hair/nail paring is done periodically?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,"If yes, how?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,"If yes, how often?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,When was last episode of ADLA?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How many time you had ADLA attack in the last three months?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points item,Observation by the patient,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points item,Team members observation/comments,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ask patient to list entry points on their limbs,Misc,Block,,,,,,Ask patient to list entry points item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication list,Are you taking any prescribed oral medication daily?,Misc,Coded,,,,,,,,"Yes,No,Not advised",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication item,Which medications have been prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication item,Dosage of the medications,Question,Text,,,,,,,Dosage Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oral medication,Misc,Block,,,,,,"Oral medication list,Oral medication item",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,Are you following any?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,What are they,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Problems/Complications,Any other?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Did you find any benefit from treatment?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Any clarifications required or do you have any doubts?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Procedures practiced,Misc,Coded,,,,,,,,"Proper,Not proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Knowledge level of treatment,Misc,Coded,,,,,,,,"Complete,Incomplete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Knowledge about BEP,Misc,Coded,,,,,,,,"100%,Less than 100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Entry point care taken,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Patient compliance,"Finding, Misc",Coded,,,,,,,Non-compliance with treatment or therapy,"Good,Not good",,,,,,,,,,,,CIEL,1252,SAME-AS,SNOMED,275936005,SAME-AS,CIEL,159598,SAME-AS,,,,,,,,,
Observations of Counselor,Any observation from patient for the changes in routing treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations of Counselor,Incharge Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A,Misc,Block,,,,,,"Are you following all treatment procedures?,Phanta Soaking Details,Pre and post IMLD yoga,IMLD,Compression,Entry point care taken,Ask patient to list entry points on their limbs,Oral medication,Diet regulation,Problems/Complications,Benefit,Observations of Counselor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Patient compliance,"Finding, Misc",Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,"4756, 1156",,,,,,,,,,,,,,,,
Compression provider's observations,Compression method,Misc,Coded,,,,,,,,"Proper,Not proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Cloth wrapping,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Compression material,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Toe compression,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Moulds,Misc,Coded,,,,,,,,"Good,Not good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Who is giving compression,Misc,Coded,,,,,,,,"Bystander,Self",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Position of giving compression,Misc,Coded,,,,,,,,"Sitting,Standing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Techniques of compression bandaging,Misc,Coded,,,,,,,,"Stockings,Figure of 8,Spiral method,Double layer,Half compression,Full compression,Half and half,Fore foot compression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Placing mould,Misc,Coded,,,,,,,,"Proper,Not proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Types of mould used,Misc,Coded,,,,,,,,"CCF,MCR,Cholky bag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Any complication of improper compression?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression plan and advice by the therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART B - Compression Provider's Observations,Misc,Block,,,,,,Compression practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Thada asana I,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Thada asana II,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Thrikona-asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Ujjayee (3-5 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Anuloma-viloma (3-5 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Rechaka-kumbhaka (3-5 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Suryabhedana (3-5 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Bhastrika (3-5 minutes),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Swasthika-asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Vajra Asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Padma asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Bheka asana + Makarasana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Gomukha asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-II,Padanguli namna asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Gulfa namana asana,Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice-I,Gulfa chakra asana (10 rounds),Misc,Coded,,,,,,,,"0 - Not adviced,1 - Not able to do yoga exercise,2 - Practising alternative yoga posture with breathing coordination,3 Sthithi order and breathing coordination not proper,4a Patient is practising yoga and Sthithi order is proper but breathing coordination not proper,4b order and breathing is proper but Sthithi is not proper,4c Sthithi and breathing is proper but order is not proper,5 Sthithi breathing and order is proper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
